id,child_age,parent_age,child_gender,parent_gender,child_ethnicity,parent_ethnicity,child_english_language,child_english_years,parent_english_language,parent_english_years,religion,religion_otherstext,child_grade,parent_education,maritalstatus,occupationalstatus,income,canadianstatus,yearsincanada,relationshipwithchild,living_biomom,living_biodad,living_biosib,living_biogrand,living_bioextend,living_adoptmom,living_adoptdad,living_adoptsib,living_adoptgrand,living_adoptextend,living_stepmom,living_stepdad,living_stepsib,living_stepgrand,living_stepextend,living_others,living_otherstext,siblings,numberofsibs,childstatus,childstatusother,age_sib1,gender_sib1,age_sib2,gender_sib2,age_sib3,gender_sib3,age_sib4,gender_sib4,age_sib5,gender_sib5,parent_hourswithchild,time_biomom,time_biodad,time_biosib,time_biogrand,time_bioextend,time_adoptmom,time_adoptdad,time_adoptsib,time_adoptgrand,time_adoptextend,time_stepmom,time_stepdad,time_stepsib,time_stepgrand,time_stepextend,childlearningdisorder,learningdiagnoses,childmentalhealthdisorder,mentaldiagnoses,mps1,mps2,mps3,mps4,mps5,mps6,mps7,mps8,mps9,mps10,mps11,mps12,mps13,mps14,mps15,mps16,mps17,mps18,mps19,mps20,mps21,mps22,mps23,mps24,mps25,mps26,mps27,mps28,mps29,mps30,mps31,mps32,mps33,mps34,mps35,mps36,mps37,mps38,mps39,mps40,mps41,mps42,mps43,mps44,mps45,psps1,psps2,psps3,psps4,psps5,psps6,psps7,psps8,psps9,psps10,psps11,psps12,psps13,psps14,psps15,psps16,psps17,psps18,psps19,psps20,psps21,psps22,psps23,psps24,psps25,psps26,psps27,fmps1,fmps2,fmps3,fmps4,fmps5,fmps6,fmps7,fmps8,fmps9,fmps10,fmps11,fmps12,fmps13,prs_SOP,prs_OOP,prs_SPP,prs_selfpromo,prs_nondisplay,prs_nondisclosure,pci1,pci2,pci3,pci4,pci5,pci6,pci7,pci8,pci9,pci10,pci11,pci12,pci13,pci14,pci15,pci16,pci17,pci18,pci19,pci20,pci21,pci22,pci23,pci24,pci25,bpni1,bpni2,bpni3,bpni4,bpni5,bpni6,bpni7,bpni8,bpni9,bpni10,bpni11,bpni12,bpni13,bpni14,bpni15,bpni16,bpni17,bpni18,bpni19,bpni20,bpni21,bpni22,bpni23,bpni24,bpni25,bpni26,bpni27,bpni28,psdq1_spouse,psdq1,psdq2_spouse,psdq2,psdq3_spouse,psdq3,psdq4_spouse,psdq4,psdq5_spouse,psdq5,psdq6_spouse,psdq6,psdq7_spouse,psdq7,psdq8_spouse,psdq8,psdq9_spouse,psdq9,psdq10_spouse,psdq10,psdq11_spouse,psdq11,psdq12_spouse,psdq12,psdq13_spouse,psdq13,psdq14_spouse,psdq14,psdq15_spouse,psdq15,psdq16_spouse,psdq16,psdq17‎_spouse,psdq17,psdq18_spouse,psdq18,psdq19_spouse,psdq19,psdq20_spouse,psdq20,psdq21_spouse,psdq21,psdq22_spouse,psdq22,psdq23_spouse,psdq23,psdq24_spouse,psdq24,psdq25_spouse,psdq25,psdq26_spouse,psdq26,psdq27_spouse,psdq27,psdq28_spouse,psdq28,psdq29_spouse,psdq29,psdq30_spouse,psdq30,psdq31_spouse,psdq31,psdq32_spouse,psdq32,ecrs1,ecrs2,ecrs3,ecrs4,ecrs5,ecrs6,ecrs7,ecrs8,ecrs9,ecrs10,ecrs11,ecrs12,parent_asr1,parent_asr2,parent_asr3,parent_asr4,parent_asr5,parent_asr6,parent_asr7,parent_asr8,parent_asr9,parent_asr10,parent_asr11,parent_asr12,parent_asr13,parent_asr14,parent_asr15,parent_asr16,parent_asr17,parent_asr18,parent_asr19,parent_asr20,parent_asr21,parent_asr22,parent_asr23,parent_asr24,parent_asr25,parent_asr26,parent_asr27,parent_asr28,parent_asr29,parent_asr30,parent_asr31,parent_asr32,parent_asr33,parent_asr34,parent_asr35,parent_asr36,parent_asr37,parent_asr38,parent_asr39,parent_asr40,parent_asr41,parent_asr42,parent_asr43,parent_asr44,parent_asr45,parent_asr46,parent_asr47,parent_asr48,parent_asr49,parent_asr50,parent_asr51,parent_asr52,parent_asr53,parent_asr54,parent_asr55,parent_asr56,parent_asr57,parent_asr58,parent_asr59,parent_asr60,parent_asr61,parent_asr62,parent_asr63,parent_asr64,parent_asr65,parent_asr66,parent_asr67,parent_asr68,parent_asr69,parent_ars70,parent_asr71,parent_asr72,parent_asr73,parent_asr74,parent_asr75,parent_asr76,parent_asr77,parent_phq9_1,parent_phq9_2,parent_phq9_3,parent_phq9_4,parent_phq9_5,parent_phq9_6,parent_phq9_7,parent_phq9_8,parent_phq9_9,parent_phq9_10,mscs1,mscs2,mscs3,mscs4,mscs5,mscs6,mscs7,mscs8,mscs9,mscs10,mscs11,mscs12,mscs13,mscs14,mscs15,mscs16,mscs17,mscs18,mscs19,mscs20,mscs21,mscs22,mscs23,mscs24,mscs25,mscs26,mscs27,mscs28,mscs29,mscs30,mscs31,mscs32,mscs33,mscs34,mscs35,mscs36,mscs37,mscs38,mscs39,mscs40,mscs41,mscs42,mscs43,mscs44,parent_RA,parent_quality,parent_comments,caps1,caps2,caps3,caps4,caps5,caps6,caps7,caps8,caps9,caps10,caps11,caps12,caps13,caps14,caps15,caps16,caps17,caps18,caps19,caps20,caps21,caps22,pspsjr1,pspsjr2,pspsjr3,pspsjr4,pspsjr5,pspsjr6,pspsjr7,pspsjr8,pspsjr9,pspsjr10,pspsjr11,pspsjr12,pspsjr13,pspsjr14,pspsjr15,pspsjr16,pspsjr17,pspsjr18,oop1,oop2,oop3,oop4,oop5,oop6,oop7,oop8,oop9,oop10,oop11,oop12,oop13,oop14,oop15,oop16,oop17,npqcr1,npqcr2,npqcr3,npqcr4,npqcr5,npqcr6,npqcr7,npqcr8,npqcr9,npqcr10,npqcr11,npqcr12,popsc1_m,popsc2_m,popsc3_m,popsc4_m,popsc5_m,popsc6_m,popsc7_m,popsc8_m,popsc9_m,popsc10_m,popsc11_m,popsc12_f,popsc13_f,popsc14_f,popsc15_f,popsc16_f,popsc17_f,popsc18_f,popsc19_f,popsc20_f,popsc21_f,popsc22_f,child_asr1,child_asr2,child_asr3,child_asr4,child_asr5,child_asr6,child_asr7,child_asr8,child_asr9,child_asr10,child_asr11,child_asr12,child_asr13,child_asr14,child_asr15,child_asr16,child_asr17,child_asr18,child_asr19,child_asr20,child_asr21,child_asr22,child_asr23,child_asr24,child_asr25,child_asr26,child_asr27,child_asr28,child_asr29,child_asr30,child_asr31,child_asr32,child_asr33,child_asr34,child_asr35,child_asr36,child_asr37,child_asr38,child_asr39,child_asr40,child_asr41,child_asr42,child_asr43,child_asr44,child_asr45,child_asr46,child_asr47,child_asr48,child_asr49,child_asr50,child_asr51,child_asr52,child_asr53,child_asr54,child_asr55,child_asr56,child_asr57,child_asr58,child_asr59,child_asr60,child_asr61,child_asr62,child_asr63,child_asr64,child_asr65,child_asr66,child_asr67,child_asr68,child_asr69,child_asr70,child_asr71,child_asr72,child_asr73,child_asr74,child_asr75,child_asr76,child_asr77,pci_k1,pci_k2,pci_k3,pci_k4,pci_k5,pci_k6,scsr1,scsr2,scsr3,scsr4,scsr5,scsr6,scsr7,scsr8,scsr9,scsr10,scsr11,scsr12,scsr13,scsr14,scsr15,scsr16,scsr17,scsr18,scsr19,scsr20,dapcs1,dapcs2,dapcs3,dapcs4,dapcs5,dapcs6,dapcs7,dapcs8,dapcs9,dapcs10,dapcs11,dapcs12,dapcs13,dapcs14,dapcs15,child_phq9_1,child_phq9_2,child_phq9_3,child_phq9_4,child_phq9_5,child_phq9_6,child_phq9_7,child_phq9_8,child_phq9_9,child_phq9_10,iri1,iri2,iri3,iri4,iri5,iri6,iri7,iri8,iri9,iri10,iri11,iri12,iri13,iri14,iri15,iri16,iri17,iri18,child_RA,child_Quality,child_Comments,mps2R,mps3R,mps4R,mps8R,mps9R,mps10R,mps12R,mps19R,mps21R,mps24R,mps30R,mps34R,mps36R,mps37R,mps38R,mps43R,mps44R,mps45R,psps1R,psps11R,psps16R,psps18R,psps22R,ecrs1R,ecrs5R,ecrs8R,ecrs9R,caps3R,caps9R,caps18R,scsr3R,scsr6R,scsr7R,scsr9R,scsr11R,scsr13R,scsr15R,scsr17R,scsr18R,scsr20R,popsc2_mR,popsc3_mR,popsc5_mR,popsc6_mR,popsc8_mR,popsc11_mR,popsc13_fR,popsc14_fR,popsc16_fR,popsc17_fR,popsc19_fR,P_SOP,P_OOP,P_SPP,P_PSP,P_NDisplay,P_NDisclose,P_PCI,P_FMPSConcerns,P_Grandiosity,P_Vulnerability,P_NarcissismTotal,P_ASRNotMattering,P_ASRFailure,P_ASRNonDeserve,P_ASRLoathsome,P_AttachAnxiety,P_AttachAvoidance,P_Depression,P_Authoritative,P_Authoritarian,P_Permissive,C_SOP,C_OOP,C_SPP,C_PSP,C_NDisplay,C_NDisclose,C_PCI,C_Superiority,C_Exploitativeness,C_NarcissismTotal,C_ASRTotal,C_Attachment,C_Depression,C_SocialConnectedness,C_Dependency,C_Achievement,C_PsychologicalControl,C_popsMomInvolv,C_popsMomAuton,C_popsFatherInvolv,C_popsFatherAuton,C_popsTotal
1P,13,52,1,1,9,9,1, ,1, ,5, , ,7,1,1,4,1,4,1,1,1, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,5,7,3,3,3,3,5,2,4,5,5,5,3,5,3,3,3,2, , , , , , , , , , , , , , , , , , , , , , , , , ,6,3,3,4,4,6,5,6,3,6,6,5,5,5,7,5,6,5,3,3,3,4,4,5,5,5,5,3,4,4,2,3,2,2,2,4,2,1,1,3,3,0,2,0,1,1,0,0,0,0,1,0,1,0,1,0,0,2,1,0,0,1,0,1,0,1,1,1,0,1,0,1,2,1,0,4,1,0,2,0,2,3,2,5,2,1,2,1,4,4,4,1,4,1,0,2,3, , ,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,1,1,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,5,5,4,3,5,4,2,1,3,5,3,2,5,2,4,5,3,4,5,4,4,5,3,3,4,4,5,2,3,4,3,5,4,4,5,5,5,4,5, , , , , , , , , , , , , , , , , ,3,1,3,4,2,3,2,2,3,3,3,2,2,2,3,3,2,2,1,2,4,2,1,2,2,2,2,2,2,1,2,4,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,3,3,2,2,2,4,2,3,4,2,5,3,2,3,2,4,4,2,2,5,2,3,6,1,1,2,4,1,2,1,2,2,1,1,4,4,1,2,1,1,2,2,2,2,2,0,0,1,1, , , , , , , , , , , , , , , , , , , , , ,3,3,1,5,3,6,3,5, , , , , , , , , , ,2,2,3,3,4, , , , ,1,5,3,5,5,2,5,5,3,5,5,4,6,3,2,3,3,3,4,3,3,3,3,3,29,26,18,46,45,24,12,33,2,2,2,1, , ,0, , ,3,4, , ,53.00, ,29.00,31.00,29.00,13.00,17,16,15,31, , ,12,81,1.909090909,2,1.933333333,3,2.5,2.6,2.333333333,10.43333333
2P,11,46,1,2,1,1,1, ,1, ,7, , ,7,1,7,4,1,4,2,1,1, , , , , , , , , ,1, , , , , ,2,2,1, ,16,f,14,f, , , , , , , , , , , , , , , , , , , , , , , , , , ,5,3,7,5,1,6,5,1,3,3,6,3,5,7,5,6,7,6,2,4, , , , , , , , , , , , , , , , , , , , , , , , , ,7,1,2,6,6,2,2,1,7,1,7,2,2,3,6,7,2,5,1,3,5,4,2,1,4,2,5,1,3,1,1,1,2,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,1,3,1,6,1,1,7,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,1,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,5,3,1,4,3,1,1,1,2,2,1,1,2,2,1,5,1,1,1,1,2,3,3,2,2,2,1,1,3,3,2,3,2,3,1,3,2,2, , , , , , , , , , , , , , , , , ,4,3,3,3,3,2,3,2,3,2,3,2,4,2,1,4,2,2,3,1,4,3,2,4,2,1,4,2,2,2,1,3,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,2,0,0,3,0,3,5,3,4,6,1,1,5,1,6,1,3,3,1,5,6,1,2,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , ,5,1,3,7,5,5,5,6, , , , , , , , , , ,1,1,1,3,4,1,2,1,2,1,5,1,4,6,6,6,6,4,2,6,5,6,3,4,3,3,4,3,3,4,3,3,4,46,31,23,33,23,20,4,16,1.416666667,0,0.607142857,0, , ,0,8,10,1,4, , ,29.00, ,12.00,15.00,15.00,10.00,5,19,14,33, ,1,0,93,1.181818182,1,1.133333333,3.6,3.333333333,3.2,3.333333333,13.46666667
3P,11,32,2,1,13,13,1, ,1, ,7, , ,5,2,3,3,1,4,1,1, , ,1, , , , , , , ,1, , , , , ,2,4,3, ,10,male,8,male,1,female,3 months,male, , , , , , , , , , , , , , , , , , , , , , ,5,5,2,6,6,2,4,2,5,4,6,5,3,5,4,5,6,7,2,4, , , , , , , , , , , , , , , , , , , , , , , , , ,6,5,2,5,4,4,2,4,4,3,4,5,2,2,4,6,3,2,2,6,5,2,4,5,5,3,5,1,2,3,2,4,3,2,1,1,2,2,3,3,3,1,1,1,2,2,1,4,0,3,4,2,4,3,3,4,3,3,4,3,2,1,3,4,3,2,2,2,3,2,2,4,3,3,1,2,0,3,3,1,3,3,4,4,0,4,2,3,2,1,0,1,1,2,3,2,4,0,2,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6,5,3,5,1,1,6,5,5,2,6,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,2,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,4,3,5,5,3,3,4,4,2,3,4,1,3,4,4,3,4,2,4,3,3,4,3,2,4,3,4,2,5,2,3,4,3,3,3,4,3,4, , , , , , , , , , , , , , , , , ,4,5,4,3,3,3,5,2,3,2,5,3,2,1,3,2,2,4,1,1,4,2,2,4,1,1,4,2,1,3,1,4,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,0,1,4,1,4,4,2,3,6,4,3,3,5,6,4,5,5,5,4,5,1,2,5,5,1,1,1,2,3,1,2,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , ,3,6,2,6,3,4,3,6, , , , , , , , , , ,2,4,2,6,6,3,3,2,3,2,2,3,5,3,4,2,3,2,3,6,5,2,4,2,3,1,4,3,4,4,3,4,4,35,30,25,40,45,19,67,29,2.666666667,1.8125,2.178571429,0, , ,1,23,17,3,5, , ,35.00, ,36.00,27.00,21.00,11.00,11,24,18,42, ,1,2,81,1.363636364,1,1.266666667,2.8,2.333333333,3.2,3.666666667,12
4P,11,47,2,1,9,9,1, ,1, ,7, , ,7,1,1,3,1,4,1,1,1, ,1, , , , , , , ,1, , , , , ,2,2,3, ,8,Female,8,Female, , , , , , , , , , , , , , , , , , , , , , , , , , ,3,4,6,7,4,3,2,2,5,4,5,4,5,5,4,3,5,3,5,5, , , , , , , , , , , , , , , , , , , , , , , , , ,7,2,2,2,2,2,2,4,3,3,6,3,2,2,5,5,3,5,2,2,5,3,3,5,5,2,2,1,1,2,1,4,4,2,2,2,4,2,2,2,1,0,1,0,0,0,0,1,0,2,3,1,3,1,2,1,0,3,0,1,0,1,0,3,1,0,3,1,2,2,0,0,3,1,1,3,0,1,2,1,4,3,2,1,3,4,3,2,1,1,3,1,1,2,3,0,3,3,1,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,1,1,5,6,3,3,7,6,5,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,1,2,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,5,4,4,1,5,1,1,4,1,2,1,1,4,3,1,1,3,1,3,1,1,3,1,1,1,1,2,1,1,4,3,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , ,3,3,3,3,1,1,1,1,3,1,4,1,4,2,2,2,1,1,2,1,4,4,2,4,2,1,1,1,1,2,1,4,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,4,2,2,1,1,5,3,5,2,4,2,2,2,5,3,3,5,5,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,0,0,2,3,0,0,0,1,0,1, , , , , , , , , , , , , , , , , , , , , ,4,2,1,6,3,4,4,3, , , , , , , , , , ,1,2,3,3,5,1,2,1,2,2,2,3,3,6,6,4,5,5,5,4,4,2,3,3,4,4,4,3,3,4,4,4,4,35,19,20,29,30,18,31,29,1.666666667,2.0625,1.892857143,0, , ,1,16,10,4,5, , ,34.00, ,13.00,8.00,12.00,6.00,2,15,10,25,2,1,6,79,1.181818182,1,1.133333333,3.6,3.166666667,3.6,3,13.36666667
5P,12,41,1,1,1,1,1, ,1, ,6, ,7,7,1,2,4,1,4,1,1,1,1, , , , , , , , , , , , , , ,2,2,1, ,10,male,7,female, , , , , , ,5,1, ,1, , , , , , , , , , , , ,2, ,2, ,4,2,3,5,4,3,2,4,4,5,5,5,3,5,1,5,2,2,4,2,6,5,3,4,3,3,3,3,2,5,2,5,3,6,3,3,3,7,2,5,3,6,4,5,5,5,5,2,6,3,3,3,6,4,3,6,5,4,4,5,6,3,6,1,6,4,2,3,4,5,2,3,4,3,2,1,4,2,3,2,2,2,1,1,3,2,1,2,1,2,1,0,1,0,1,2,0,1,2,3,2,0,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,3,4,0,0,0,0,0,2,4,3,2,1,0,1,0,2,1,0,0,3,0,0,0,1,1,3,1,3,4,1,1,2,3,3,2,4,4,1,1,4,4,2,2,3,3,2,2,4,4,4,4,3,2,4,4,2,2,2,2,2,2,3,4,2,2,2,1,3,4,3,4,3,4,2,2,3,4,2,1,2,2,2,2,3,4,2,3,4,4,1,1,6,5,6,3,6,2,3,6,5,2,3,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,3,5,3,3,4,4,2,3,3,4,3,2,5,4,1,5,3,4,4,4,3,2,5,4,4,4,2,5,4,4,3,5,2,3,4,2,2,4,5,4,3,3,4, , , ,2,3,5,4,1,5,2,1,4,3,4,3,1,2,1,2,2,5,1,3,2,1,3,2,2,1,1,3,1,3,4,4,2,3,1,1,1,4,1,2,1,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1,2,2,3,3,2,2,2,5,2,3,2,3,2,3,2,1,2,1,2,3,1,4,2,2,2,3,1,2,3,2,3,1,4,2,3,2,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,2,2,1,2,1,0,3,2,1,2,1,1,0,1,1,3,2,2,3,1,1,1,1,1,2,1,1,1,0,2,3,3,3,2,2,1,1,3,2,1,0,1,0,1,0,0,0,0,1,1,0,2,1,3,1,2,3,2,1,1,0,0,0,0,1,2,3,1,5,5,4,5,4,4,3,4,2,4,4,4,3,3,4,5,4,3,2,1,1,2,1,2,3,1,1,1,1,1,1,2,1,1,2,2,0,0,1,1,0,1, , , , , , , , , , , , , , , , , , ,Sophie,1,NA,6,5,3,4,4,3,3,4,2,4,3,2,5,5,1,4,3,3,3,2,2,2,6,2,2,2,3,1,2,1,6,3,2,3,3,3,3,4,3,3,3,4,4,3,4,3,2,4,2,3,4,53,53,47,31,46,22,21,30,1.166666667,1.125,1.142857143,1,0,0,1,17,19,1,3.733333333,1.916666667,1.8,31.00,22.00,16.00,10.00,17.00,12.00,2,18,13,31,20,1,8,69,1.636363636,1.25,1.533333333,3.6,2.833333333,3,2.666666667,12.1
6P,13,50,2,1,13,9,1, ,2,6,7, ,8,7,1,1,3,3,4,1,1,1,1, , , , , , , , , , , , , , ,2,2,2, ,15,male,9,female, , , , , , ,6,1,1,1, , , , , , , , , , , , ,2, ,2, ,6,5,5,4,5,1,1,2,6,4,7,6,1,7,1,5,6,2,2,1,7,1,4,3,5,5,5,1,3,6,5,6,6,6,4,5,1,7,1,5,6,4,3,7,5,7,4,1,7,5,7,6,4,3,7,7,6,1,2,6,7,5,3,5,6,6,4,2,6,5,2,5,1,3,1,1,1,4,3,1,2,2,2,2,1,1,2,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,2,0,1,0,0,0,2,0,2,0,0,0,0,0,2,1,1,1,3,1,1,3,1,4,3,4,5,2,3,5,5,0,2,3,5,5,4,4,0,1,1,2,2,4,2,1,1,5,5,3,2,5,1,1,2,5,1,4,1,4,5,1,1,2,2,5,5,3,3,5,4,4,2,1,5,1,1,4,2,1,2,2,1,4,1,4,5,1,3,3,2,5,4,1,1,4,3,1,1,2,4,2,1,3,1,1,5,5,3,2,5,1,2,6,5,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,3,4,2,3,4,3,2,1,5,5,1,5,4,5,5,5,2,2,5,4,5,5,1,4,4,5,5,5,1,4,4,1,1,5,5,5,5,4,5,Diana Lee,1,NA,4,5,2,5,4,5,4,4,2,3,4,4,3,4,3,4,4,2,3,4,2,3,4,5,1,4,4,4,4,3,5,3,4,2,3,3,3,5,4,4,3,3,3,5,3,5,5,4,3,3,3,2,2,3,2,2,4,4,3,5,4,4,4,4,2,4,3,5,4,4,2,1,3,2,2,2,2,4,2,3,3,2,2,2,3,3,2,2,4,2,3,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,1,5,4,3,4,5,2,3,4,2,5,2,5,6,4,3,5,1,2,4,2,3,2,2,2,3, ,3,3,3,3,2,2,2,3,4,1,0,0,1,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , ,Ariel,1,NA,3,3,4,6,2,4,2,6,1,5,2,2,3,7,1,5,1,3,1,1,1,5,4,3,3,2,3,4,4,4,4,5,4,5,5,1,4,6,5,5,3,4,3,3,3,2,3,3,2,2,3,55,54,55,42,52,19,12,24,2.666666667,2.5,2.571428571,0,0,0,0,16,16,0,4.066666667,1.416666667,2.8,50.00,55.00,34.00,31.00,25.00,9.00,5,26,20,46,1,1,3,89,2.6,2.75,2.642857143,3.4,2.666666667,3,2.333333333,11.4
